SMILES,ID,LNID,WX_inventory,CASRN,MDLNumber,ComputedPrice_1g/$
CC1(C)C(C)(C)OB(CCC2OCCO2)O1,Compound 949,LN00190698,1.14g,1073354-07-0,MFCD03788722,32
CCOC(=O)C1=C(C=C(C=C1)Cl)B(O)O,Compound 950,LN00190703,2.2g,871329-55-4,MFCD07363744,3
C1=CC=C(C=C1)C/C=C/B(O)O,Compound 951,LN00190712,1g,129423-29-6,MFCD06202527,3
CC1(C)C(C)(C)OB(C2=CC(=CC=C2)Cl)O1,Compound 952,LN00190714,17.88g,635305-47-4,MFCD05663877,3
CC(C)OB(CBr)OC(C)C,Compound 953,LN00190734,1.9g,137297-49-5,MFCD01631222,3
CC1(C)C(C)(C)OB(C2=CC=C(C=C2)N3CCN(CC3)C(=O)OCC4=CC=CC=C4)O1,Compound 954,LN00190738,9.25g,1150561-68-4,MFCD12026103,52
CC1(C)C(C)(C)OB(C2=CC(=CC(=C2)C#N)Cl)O1,Compound 955,LN00190739,0.16g,1212021-11-8,MFCD16659095,32
CC1(C)C(C)(C)OB(C2=CC=C(C=C2)OCCN(C)C)O1,Compound 956,LN00190746,0.01g,873078-93-4,MFCD09475840,48
CNC(C1=C(F)C=CC(B(O)O)=C1)=O,Compound 957,LN00190750,1g,874219-19-9,MFCD08235038,3
OB(O)C1=CC(C(N)=O)=C(F)C=C1,Compound 958,LN00190751,2.29g,874219-34-8,MFCD08235053,3
CC1(C)C(C)(C)OB(C2=CC=C3C(=C2)CCC3=O)O1,Compound 959,LN00190772,0.2g,214360-81-3,MFCD09264181,3
CCOC(=O)/C=C/C1=CC(=CC=C1)B(O)O,Compound 960,LN00190775,1.9g,913835-51-5,MFCD08689480,3
C1=C(C=C(C=C1C(=O)O)B(O)O)C(=O)O,Compound 961,LN00190780,73.39g,881302-73-4,MFCD06203347,3
COC1=CC(=CC(=C1)B(O)O)OC(F)(F)F,Compound 962,LN00190796,0.1g,1256345-88-6,MFCD12026733,32
CC1(C)C(C)(C)OB(C2=CC(=C(C=C2)Cl)[N+](=O)[O-])O1,Compound 963,LN00190806,0.6g,913836-26-7,MFCD08235086,8
CC1(C)C(C)(C)OB(C2=C(C=CC(=C2)F)O)O1,Compound 964,LN00190828,2.66g,779331-49-6,MFCD16994352,6
C1=C(C(=NN1)C(F)(F)F)B(O)O,Compound 965,LN00190831,0.05g,1202054-12-3,MFCD07375369,3
CC1(C)C(C)(C)OB(C2=CC=NN2COCC[Si](C)(C)C)O1,Compound 966,LN00190845,0.36g,903550-12-9,MFCD09037502,44
CC1(C)C(C)(C)OB(C2=CC(=C(C=C2)OC)O)O1,Compound 967,LN00190872,0.8g,269410-23-3,MFCD09027077,27
CC1(C)C(C)(C)OB(C2=CC=C(Cl)S2)O1,Compound 968,LN00190888,2.37g,635305-24-7,MFCD08063140,3
C1=C(C=C(CN)C(=C1)B(O)O)F.Cl,Compound 969,LN00190889,1g,850568-02-4,MFCD04973742,44
C1COCCN1C2=NC=C(C=N2)B(O)O,Compound 970,LN00190906,10.8g,870521-33-8,MFCD07375148,3
CC1(C)C(C)(C)OB(CC2=CC(=CC=C2)C(F)(F)F)O1,Compound 971,LN00190933,0.37g,1190235-39-2,MFCD10698528,54
CC1(C)C(C)(C)OB(C2=CC(=C(C(=C2)F)F)F)O1,Compound 972,LN00190946,20g,827614-70-0,MFCD05663885,3
CC1(C)C(C)(C)OB(C2=C(C=CC=C2F)C#N)O1,Compound 973,LN00190964,2g,624741-47-5,MFCD18729920,3
CC1(C)C(C)(C)OB(C2=CN(CC(=O)O)N=C2)O1,Compound 974,LN00190976,1.24g,1083326-41-3,MFCD16660234,9
CS(=O)(=O)C1=CC(=C(C=C1)B(O)O)F,Compound 975,LN00190981,4.12g,957060-85-4,MFCD09027248,3
C1CC1C2=CC(=CN=C2)B(O)O,Compound 976,LN00190997,1.02g,1044210-58-3,MFCD11870259,95
CC1(C)C(C)(C)OB(C2=CC=C(C=C2)CN(C)C)O1,Compound 977,LN00191002,2.37g,878197-87-6,MFCD04971190,3
CCCN1C=C(C=N1)B(O)O,Compound 978,LN00191043,1.71g,847818-57-9,MFCD11504862,3
CC1(C)C(C)(C)OB(C2=CN=C(C=C2)OCC3=CC=CC=C3)O1,Compound 979,LN00191069,7.93g,832735-54-3,MFCD06798263,10
CC1=NN(C(=C1B2OC(C)(C)C(C)(C)O2)C)C3CCCCO3,Compound 980,LN00191092,1.277g,1126779-11-0,MFCD12031452,26
C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)B(O)O,Compound 981,LN00191113,8g,268218-94-6,MFCD05664212,3
COC1=C(C=C(C=C1Cl)B(O)O)Cl,Compound 982,LN00191118,1.1g,175883-61-1,MFCD04039018,33
CC1(C)C(C)(C)OB(C2=CC=CC=C2OC(F)(F)F)O1,Compound 983,LN00191123,5g,832114-04-2,MFCD05863918,5
CC1(C)C(C)(C)OB(C2=C3C=NN(C3=CC=C2)C4CCCCO4)O1,Compound 984,LN00191128,1.551g,956388-05-9,MFCD18207194,3
CC1(C)C(C)(C)OB(C2=CC3=NON=C3C=C2)O1,Compound 985,LN00191153,0.27g,1073355-14-2,MFCD09842717,3
CC1(C)C(C)(C)OB(C2=CN=C(N=C2)N(C)C)O1,Compound 986,LN00191156,1g,1032759-30-0,MFCD07368238,13
C1=CC=C2C(=C1)OB(CCCCBr)O2,Compound 987,LN00191205,2.11g,142172-51-8,MFCD01863716,3
CCOC(=O)COC1=CC=C(C=C1)B2OC(C)(C)C(C)(C)O2,Compound 988,LN00191232,2.34g,269410-28-8,MFCD06657886,41
CC1(C)C(C)(C)OB(C2=CC3=CC=CC=C3C=C2)O1,Compound 989,LN00191233,10.4g,256652-04-7,MFCD05663868,3
CC(C)(OC(NC1=C(OC)C=C(B2OC(C)(C(C)(O2)C)C)C=C1)=O)C,Compound 990,LN00191234,276.46g,262433-02-3,MFCD08458201,3
CC1(C)C(C)(C)OB(C2=C(C=CC(=C2)CC(=O)OC)F)O1,Compound 991,LN00191283,1.4g,944317-66-2,MFCD12026092,3
CC1(C)C(C)(C)OB(C2=CC=C(C=C2)C(F)(F)F)O1,Compound 992,LN00191285,16.76g,214360-65-3,MFCD05863924,3
CC1(C)C(C)(C)OB(C2=C(C=C(C=C2)Cl)F)O1,Compound 993,LN00191303,50.29g,765917-27-9,MFCD18729919,4
C1=C(C(=C(C(=C1F)F)F)B(O)O)F,Compound 994,LN00191308,0.72g,511295-00-4,MFCD04039309,15
CC1(C)C(C)(C)OB(C2=C(C(=CC=C2)OC)F)O1,Compound 995,LN00191313,0.3g,1165936-00-4,MFCD16618962,3
CC1(C)C(C)(C)OB(C2=C(C=C(C=C2)C(F)(F)F)F)O1,Compound 996,LN00191314,388.597g,1073353-68-0,MFCD08458187,3
C1=CC(=C(N=C1)OCC(F)(F)F)B(O)O,Compound 997,LN00191319,5.99g,1218790-79-4,MFCD07374887,29
CC1(C)C(C)(C)OB(C2=CC=CC=C2)O1,Compound 998,LN00191334,51.29g,24388-23-6,MFCD00966985,3
CC1(C)C(C)(C)OB(C2=CSC(=C2)CO)O1,Compound 999,LN00191350,1g,864754-05-2,MFCD08706011,3
C1=CC=C(C=C1)OC2=NC=C(C=C2)B(O)O,Compound 1000,LN00191360,2g,1270921-80-6,MFCD12403506,3
COC1=C(C=C2C=CC=CC2=N1)B(O)O,Compound 1001,LN00191364,0.1g,886853-93-6,MFCD09800894,3
CC(C)(C)OC(=O)N1CCN(CC1)C2=CC=C(C=C2)B(O)O,Compound 1002,LN00191394,31.684g,457613-78-4,MFCD10696663,3
C1=CC=C2C(=C1)OB(B3OC4=CC=CC=C4O3)O2,Compound 1003,LN00191396,446.64g,13826-27-2,MFCD09842343,3
CC(C)(C)OC(=O)N1CCN(CC1)C2=CC=C(C=C2)B3OC(C)(C)C(C)(C)O3,Compound 1004,LN00191410,850.25g,470478-90-1,MFCD06411544,3
CC(C)N1C=C(C=N1)B(O)O,Compound 1005,LN00191412,1.32g,1201643-90-4,MFCD16036118,26
CC1(C)C(C)(C)OB(C2=CC=C(C(=C2)C=O)F)O1,Compound 1006,LN00191437,1.55g,443776-94-1,MFCD11846346,3
CC1(C)C(C)(C)OB(C2=CC=C(C=C2)CCN3CCOCC3)O1,Compound 1007,LN00191441,1g,364794-81-0,MFCD04440855,3
CC1(C)C(C)(C)OB(C2=C(C=CC=C2F)F)O1,Compound 1008,LN00191449,69.85g,863868-37-5,MFCD09801043,3
CC(C)CCB(O)O,Compound 1009,LN00191450,164.75g,98139-72-1,MFCD07784365,3
C1=C2C=C(C=CC2=CC(=C1)B(O)O)O,Compound 1010,LN00191463,7.168g,173194-95-1,MFCD00092986,3
C1=C(C=C(C=C1F)OCC(=O)O)B(O)O,Compound 1011,LN00191470,0.07g,913835-56-0,MFCD08436015,64
CC(C)(C)[Si](C)(C)OC1=CC=C(C=C1)C2=CC=C(C=C2)B(O)O,Compound 1012,LN00191477,1g,850380-91-5,MFCD20441789,3
CN(C)C1=NC=C(C=N1)B(O)O,Compound 1013,LN00191526,5g,756817-82-0,MFCD10696933,10
CNC(C1=CC(B(O)O)=CC(F)=C1)=O,Compound 1014,LN00191546,0.54g,871332-63-7,MFCD07363793,38
CC(C)OC1=NC=C(C=C1)B(O)O,Compound 1015,LN00191570,2.58g,870521-30-5,MFCD07368870,3
O=C(OC)C1=C(OC)C=C(B2OC(C)(C)C(C)(C)O2)C=C1,Compound 1016,LN00191618,3.91g,603122-40-3,MFCD06797992,3
CC1=NC=C(C=N1)B(O)O,Compound 1017,LN00191628,15.1g,1034924-06-5,MFCD07375144,3
CC(C)(C)OC(=O)N1CCN(CC1)C2=CC=CC(=C2)B(O)O,Compound 1018,LN00191673,0.596g,937048-39-0,MFCD10696664,52
COC(=O)C1=CC(=C(C=C1)B(O)O)N.Cl,Compound 1019,LN00191675,18.01g,380430-55-7,MFCD02258941,3
C1=C(CO)SC(=C1)B(O)O,Compound 1020,LN00191676,8.68g,338454-45-8,MFCD03095370,9
CC1(C)C(C)(C)OB(C2=CC=C(C=C2)S(=O)(=O)C)O1,Compound 1021,LN00191677,11.08g,603143-27-7,MFCD05863921,3
CC1(C)C(C)(C)OB(C2=CN=CC3=CC=CC=C32)O1,Compound 1022,LN00191710,7.06g,685103-98-4,MFCD05663891,3
CONC(C1=CC(B(O)O)=CC=C1)=O,Compound 1023,LN00191711,2.05g,850567-26-9,MFCD04115698,10
CS(=O)(=O)C1=CC(=C(C=C1)B(O)O)C(F)(F)F,Compound 1024,LN00191738,1g,1072946-16-7,MFCD10699623,59
CC1(C)C(C)(C)OB(C2=CC(=C(C=C2)N)C(=O)OC)O1,Compound 1025,LN00191757,0.82g,363185-87-9,MFCD16293749,21
CCOC(=O)C1CC=C(CC1)B2OC(C)(C)C(C)(C)O2,Compound 1026,LN00191764,286.07g,1049004-32-1,MFCD11520546,7
CC1(C)C(C)(C)OB(C2=C(C=C(C=C2)O)F)O1,Compound 1027,LN00191767,8.58g,1029439-02-8,MFCD16994421,3
C1CCN(C1)C2=CC(=CC(=C2)F)B(O)O,Compound 1028,LN00191768,0.23g,1217500-96-3,MFCD12546542,70
CC1(C)C(C)(C)OB(C2=CC(=CC(=C2)C(F)(F)F)C(=O)OC)O1,Compound 1029,LN00191774,0.246g,1150271-61-6,MFCD12026075,60
CC1(C)C(C)(C)OB(C2=CC=C3C(=C2)CC(=O)N3)O1,Compound 1030,LN00191788,65.246g,837392-64-0,MFCD08669935,3
CC1(C)C(C)(C)OB(C2=C(C=CC(=C2)OC)OC)O1,Compound 1031,LN00191804,5.32g,1073339-07-7,MFCD12405521,3
CC1(C)C(C)(C)OB(C2=CN(CCN(C)C)N=C2)O1,Compound 1032,LN00191811,0.41g,877149-80-9,MFCD16660235,21
CC1(C)C(C)(C)OB(C2=CN(CC3=CN=CC=C3)N=C2)O1,Compound 1033,LN00191828,1.78g,864754-21-2,MFCD08706029,30
CC1(C)C(C)(C)OB(CCC(=O)O)O1,Compound 1034,LN00191847,138.19g,1191063-90-7,MFCD18914529,32
CC1(C)C(C)(C)OB(C2=CN(CCO)N=C2)O1,Compound 1035,LN00191853,5.14g,1040377-08-9,MFCD12033564,3
CC1(C)C(C)(C)OB(C2=CC(=C(C=C2)OC)OC)O1,Compound 1036,LN00191857,48.64g,365564-10-9,MFCD05863909,3
C1=C(C=CC(=C1)B(O)O)C2=CC=C(C=C2)Br,Compound 1037,LN00191891,6.16g,480996-05-2,MFCD02251652,3
CC(C)NC(=O)C1=CC=C(C=C1)B(O)O,Compound 1038,LN00191894,8.2g,397843-67-3,MFCD04039353,9
OB(O)C1=CC=CC(C(NC2=CC=CC=C2)=O)=C1,Compound 1039,LN00191908,0.1g,397843-71-9,MFCD04115711,3
COC(=O)C1=CC=C(B(O)O)N1,Compound 1040,LN00191917,0.2g,1217500-64-5,MFCD15143454,42
CC1(C)C(C)(C)OB(CC2=CC=C(C=C2)C(F)(F)F)O1,Compound 1041,LN00191931,24.43g,475250-46-5,MFCD10698521,36
COC1=C(C=CC(=C1)Br)B(O)O,Compound 1042,LN00191944,5g,889849-21-2,MFCD11856025,23
C1=CC(=CC(=C1)OCC2CC2)B(O)O,Compound 1043,LN00191945,1g,411229-76-0,MFCD04039016,3
CC(C)(C)OC(=O)N1CCN(CC1)C2=C(C=CC=N2)B(O)O,Compound 1044,LN00191959,0.11g,1218790-78-3,MFCD13195677,45
CC1(C)C(C)(C)OB(C2=C(N=CC=C2)OCC(F)(F)F)O1,Compound 1045,LN00191960,0.01g,1073354-46-7,MFCD07781172,32
C1CCN(CC1)C2=NC=C(C=N2)B(O)O,Compound 1046,LN00191966,0.23g,1002128-86-0,MFCD07375149,32
CCN(CC)C(=O)C1=C(C=CC(=C1)B(O)O)F,Compound 1047,LN00191967,0.4g,874219-28-0,MFCD08235047,3
CC1(C)C(C)(C)OB(C2=CC=CC(=C2)C(F)(F)F)O1,Compound 1048,LN00191981,40.11g,325142-82-3,MFCD05863925,3
CCOC(=O)C1=CC(=C(C=C1)Cl)B(O)O,Compound 1049,LN00191998,1g,913835-93-5,MFCD08689529,3
CC1(C)C(C)(C)OB(C2=C(C=C(C=C2)OC)OC)O1,Compound 1050,LN00192027,2.2g,214360-69-7,MFCD06795688,3
FC1=C(C=CC=N2)C2=C(B(O)O)C=C1,Compound 1051,LN00192064,0.17g,1072951-45-1,MFCD11504850,3
CC1(C)C(C)(C)OB(C2=CC(=C(C(=C2)Cl)F)Cl)O1,Compound 1052,LN00192070,1g,1092485-88-5,MFCD15143599,3
CC1=CC(=CNC1=N)B2OC(C)(C)C(C)(C)O2,Compound 1053,LN00192095,0.1g,1111637-91-2,MFCD12923388,29
CC1(C)C(C)(C)OB(C2=CC(=CC=C2)N(C)C)O1,Compound 1054,LN00192111,0.3g,325142-87-8,MFCD06795669,23
OB(O)C1=CC(C(NC2CC2)=O)=C(Cl)C=C1,Compound 1055,LN00192121,3.773g,871332-73-9,MFCD07783865,55
CC1(C)C(C)(C)OB(C2=CC(=CC=C2)OC(F)(F)F)O1,Compound 1056,LN00192149,2.88g,262376-31-8,MFCD05863919,3
CC1(C)C(C)(C)OB(C2=CC(=CC(=C2)C(=O)O)F)O1,Compound 1057,LN00192157,8.11g,936728-22-2,MFCD12756465,3
C=CCN1C=C(C=N1)B2OC(C)(C)C(C)(C)O2,Compound 1058,LN00192163,1.88g,1000801-78-4,MFCD16659011,3
CC(C)CN1C(=CC=N1)B(O)O,Compound 1059,LN00192169,1.25g,847818-64-8,MFCD12407379,5
C1CCN(C1)C(=O)C2=C(C=C(C=C2)B(O)O)Cl,Compound 1060,LN00192170,6.06g,850589-51-4,MFCD07363776,22
CC1(C)C(C)(C)OB(C2=CC=CC=C2Cl)O1,Compound 1061,LN00192176,19.75g,870195-94-1,MFCD05663846,3
CC(=O)C1=CC(=CC=C1)B2OC(C)(C)C(C)(C)O2,Compound 1062,LN00192188,4.3g,214360-49-3,MFCD05863923,3
CC1(C)C(C)(C)OB(C2=CN(CCN3CCCC3)N=C2)O1,Compound 1063,LN00192190,0.53g,1000802-52-7,MFCD16659795,148
CC1(C)C(C)(C)OB(C2=CN(C)N=C2C3=CC=CC=C3)O1,Compound 1064,LN00192191,2617.59g,1002334-06-6,MFCD16659793,58
CC1(C)C(C)(C)OB(C2=CN(N=C2)S(=O)(=O)C3=CC=CC=C3)O1,Compound 1065,LN00192193,0.14g,1073372-04-9,MFCD09037504,14
CC(NC(C1=CC(B(O)O)=C(F)C=C1)=O)C,Compound 1066,LN00192199,0.46g,874289-49-3,MFCD08235103,27
C1=C(C=O)C(=CC2=C1OCO2)B(O)O,Compound 1067,LN00192201,9g,94838-88-7,MFCD01319005,3
CC1(C)C(C)(C)OB(C2=CC(=CC(=C2)Cl)Cl)O1,Compound 1068,LN00192211,20.35g,68716-51-8,MFCD05863906,3
C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)B(O)O,Compound 1069,LN00192219,251.33g,201802-67-7,MFCD06798117,3
C1=CC(=CC(=C1)B(O)O)C(=O)N2CCSCC2,Compound 1070,LN00192238,10g,850567-37-2,MFCD06659887,19
CC1(C)COB(C2=CC=CC(=C2)C#N)OC1,Compound 1071,LN00192239,0.1g,214360-45-9,MFCD09750437,3
C1=CC(=CN=C1)B2OCCCO2,Compound 1072,LN00192251,4g,131534-65-1,MFCD01075749,4
CC1(C)C(C)(C)OB(C2=CC(=NN2C)C(F)(F)F)O1,Compound 1073,LN00192276,8.778g,1025719-23-6,MFCD12022323,12
C1=C(C=CC(=C1)B(O)O)/C=C/C(=O)O,Compound 1074,LN00192312,2.52g,159896-15-8,MFCD01075704,16
C1CCOC(C1)N2C=C(C=N2)B(O)O,Compound 1075,LN00192316,0.39g,1256345-68-2,MFCD17015730,60
CC1(C(C)(OB(O1)C2=C3CC(NC3=CC=C2)=O)C)C,Compound 1076,LN00192324,0.63g,1150271-44-5,MFCD11504971,3
CC1(C)C(C)(C)OB(C2=CNC=C2)O1,Compound 1077,LN00192326,2.15g,214360-77-7,MFCD11109266,3
CC1(C)OB(C2=C3C(C=CN3C)=CC=C2)OC1(C)C,Compound 1078,LN00192329,1.6g,903499-35-4,MFCD11977286,3
CC1=C(C=C(C=C1)N)B2OC(C)(C)C(C)(C)O2,Compound 1079,LN00192379,858.67g,882670-69-1,MFCD05663859,3
CC1(C)C(C)(C)OB(C2=CC(=C(C=C2)Cl)OC)O1,Compound 1080,LN00192385,5g,627525-96-6,MFCD13176538,11
CC1(C)C(C)(C)OB(C2=CC=C(C(=C2)C#N)F)O1,Compound 1081,LN00192396,90.17g,775351-57-0,MFCD06795681,3
C1=C(C=C(C=C1B(O)O)Br)C(=O)O,Compound 1082,LN00192417,5g,913835-73-1,MFCD08689487,3
CC1=CC=C(C2=CC=CC=C12)B3OC(C)(C)C(C)(C)O3,Compound 1083,LN00192425,18.509g,627526-50-5,MFCD20231463,13
CC1(C)C(C)(C)OB(C2=CN=C(N=C2)N3CCN(C)CC3)O1,Compound 1084,LN00192460,0.15g,942922-07-8,MFCD08669592,3
CC(C)(C)OC1=CC=C(C=C1)B2OC(C)(C)C(C)(C)O2,Compound 1085,LN00192463,0.5g,938063-51-5,MFCD08741438,7
CC1(C)C(C)(C)OB(C2=CC=C(C=C2)OC(F)(F)F)O1,Compound 1086,LN00192467,33.66g,474709-28-9,MFCD05863920,3
CC(C)OC1=C(C=C(C=C1)Cl)B(O)O,Compound 1087,LN00192483,0.2g,352534-87-3,MFCD06411283,3
C1=C(C(=C(C(=C1F)F)B(O)O)F)F,Compound 1088,LN00192493,1.43g,511295-01-5,MFCD04039310,3
CC1(C)C(C)(C)OB(C2=CC=C3C(=C2)C=CC=N3)O1,Compound 1089,LN00192504,1.21g,406463-06-7,MFCD06411327,3
CC1(C)C(C)(C)OB(C2=CCCCCC2)O1,Compound 1090,LN00192519,0.35g,287944-13-2,MFCD10700152,79
C1=CC=C(C(=C1)COC2=C(C=CC(=C2)C(F)(F)F)Cl)B(O)O,Compound 1091,LN00192532,1.52g,849062-11-9,MFCD07369758,21
CC1(C)C(C)(C)OB(/C=C/COC2CCCCO2)O1,Compound 1092,LN00192535,0.77g,642066-70-4,MFCD03788736,49
CC1(C)C(C)(C)OB(C2=C(C=C(C=C2)Cl)Cl)O1,Compound 1093,LN00192540,2.1g,68716-50-7,MFCD06795660,3
CC1(C)C(C)(C)OB(C2=CN=C(C=C2)N3CCN(C)CC3)O1,Compound 1094,LN00192565,9.74g,918524-63-7,MFCD07437995,3
C1=C(C=CC(=C1)C(F)(F)F)/C=C/B(O)O,Compound 1095,LN00192570,336.23g,352525-91-8,MFCD03427005,3
CC1(C)C(C)(C)OB(C2=CC=C(C=C2)C=O)O1,Compound 1096,LN00192575,34.82g,128376-64-7,MFCD04972375,3
CC1(C)C(C)(C)OB(C2=CC=CC3=CC=CC=C32)O1,Compound 1097,LN00192579,910.5g,68716-52-9,MFCD05663869,3
CC1(C)C(C)(C)OB(C2=CC=C(C=C2)C(=O)NC3CC3)O1,Compound 1098,LN00192580,0.2g,827614-68-6,MFCD05663848,3
CC1(C)C(C)(C)OB(C2=CN=C(N=C2OC)OC)O1,Compound 1099,LN00192591,2.15g,936250-17-8,MFCD06795654,11
CC1(C)C(C)(C)OB(C2=CC(=C(C=C2)C(F)(F)F)F)O1,Compound 1100,LN00192595,39.55g,445303-67-3,MFCD09878544,3
CC1(C)COB(C2=CC=CC=C2C#N)OC1,Compound 1101,LN00192605,36.54g,214360-47-1,MFCD04039011,3
CC1(C)C(C)(C)OB(C2=CC=C(C=C2)C3=CC=NC=C3)O1,Compound 1102,LN00192607,19.72g,1009033-87-7,MFCD12828171,3
CCCCB1OC(C)(C)C(C)(C)O1,Compound 1103,LN00192613,70.7g,69190-62-1,MFCD03789255,3
CC1(C)C(C)(C)OB(C2=CC=NN2CC3=CC=CC=C3)O1,Compound 1104,LN00192617,0.75g,1362243-50-2,MFCD10000624,3
C=C(C1=CC=C(C=C1)F)B2OC(C)(C)C(C)(C)O2,Compound 1105,LN00192654,1.48g,850567-55-4,MFCD06659925,182
C1=C(C=CC(=C1)B(O)O)C2(CC2)CO,Compound 1106,LN00192655,1.1g,1217501-10-4,MFCD12546571,3
C1=CN=C(C(=C1B(O)O)Br)Cl,Compound 1107,LN00192659,4.7g,1072944-16-1,MFCD08458470,8
COCOC1=C(C=C(C=C1)F)B(O)O,Compound 1108,LN00192666,4g,488713-34-4,MFCD11044924,3
CC1(C)C(C)(C)OB(C2=CC=CC(=C2)C3CC3)O1,Compound 1109,LN00192669,24.57g,627526-56-1,MFCD08061969,32
CC1(C)C(C)(C)OB(C2=CC=C(C=C2)Cl)O1,Compound 1110,LN00192680,13.27g,195062-61-4,MFCD05663875,3
C1CCC(CC1)C2=CC=C(C=C2)B(O)O,Compound 1111,LN00192681,10.323g,374538-04-2,MFCD02093068,3
CC(C)(C)OC(=O)CCB1OC(C)(C)C(C)(C)O1,Compound 1112,LN00192695,0.26g,134892-19-6,MFCD10700151,3
CC(C)OC1=C(C=CC=N1)B(O)O,Compound 1113,LN00192702,8.98g,1150114-42-3,MFCD11855840,5
CC1(C)C(C)(C)OB(C2=CC=CC=C2C=O)O1,Compound 1114,LN00192703,46.17g,380151-85-9,MFCD07363841,3
CC1(C)C(C)(C)OB(C2=CC=C(C=C2)C3=CC=CC=C3)O1,Compound 1115,LN00192705,38.59g,144432-80-4,MFCD07368291,3
CC1(C(C)(OB(O1)C2=CC=CC3=C2NC(C3)=O)C)C,Compound 1116,LN00192709,0.022g,1150271-45-6,MFCD11855966,3
CS(=O)(=O)C1=C(C=C(C=C1)B(O)O)F,Compound 1117,LN00192711,1.12g,648904-83-0,MFCD09878323,43
OB(O)C1=CC=CC(C(NC2=NCCS2)=O)=C1,Compound 1118,LN00192713,0.56g,871333-06-1,MFCD07363799,31
COC1=C(C=CC(=C1)B(O)O)O,Compound 1119,LN00192729,1.05g,182344-21-4,MFCD18397223,3
C1=CC(=C(C(=C1F)B(O)O)F)[N+](=O)[O-],Compound 1120,LN00192742,12.46g,1150114-28-5,MFCD12025957,3
CC1(C)C(C)(C)OB(C2=CN(CCCN(C)C)N=C2)O1,Compound 1121,LN00192746,4.92g,847818-72-8,MFCD11983295,33
CC1(C)C(C)(C)OB(C2=CC(=C(C=C2)C(=O)OC)O)O1,Compound 1122,LN00192770,1.69g,1073371-99-9,MFCD08458200,3
CC1(C)C(C)(C)OB(C2=CC(=CC=C2)Br)O1,Compound 1123,LN00192786,36.41g,594823-67-3,MFCD12545926,3
CC1(C)C(C)(C)OB(C2=CC=C(C=C2)S(=O)(=O)N3CCCC3)O1,Compound 1124,LN00192792,1g,928657-21-0,MFCD06795670,19
C1=C(C=CC(=C1)B(O)O)C(=O)N2CCC(=O)CC2,Compound 1125,LN00192805,0.0023g,850568-23-9,MFCD04115679,3
CC1(C)C(C)(C)OB(C2=CC=C(C=C2)N(C)C)O1,Compound 1126,LN00192814,26.8g,171364-78-6,MFCD05663854,3
CC1(C)C(C)(C)OB(C2=CC=C(CN3CCOCC3)S2)O1,Compound 1127,LN00192847,2.28g,950603-39-1,MFCD09266197,3
CC1(C)C(C)(C)OB(C2=C(C=C(C=C2)F)F)O1,Compound 1128,LN00192853,80.05g,288101-48-4,MFCD05663880,3
C1=CC=C(C(=C1)B(O)O)S(=O)(=O)N2CCCC2,Compound 1129,LN00192908,10.27g,913835-83-3,MFCD08689515,10
CCOB(OCC)OCC,Compound 1130,LN00193297,388g,150-46-9,MFCD00009073,3
CC1(C)C(C)(C)OB(C2=CC=CC3=C2SC4=CC=CC=C34)O1,Compound 1131,LN00193458,0.5g,912824-84-1,MFCD18452170,3
CN(C)S(=O)(=O)C1=CC=CC=C1B(O)O,Compound 1132,LN00193552,0.2g,178432-25-2,MFCD04039023,3
CC1(C)C(C)(C)OB(C2=CCC(CC2)C(F)(F)F)O1,Compound 1133,LN00193615,1.5g,683242-93-5,MFCD11617922,43
B(O)(O)O,Compound 1134,LN00193674,3536.98g,10043-35-3,MFCD00011337,3
CC1(C)C(C)(C)OB(C2=CN(CC(=O)OC)N=C2)O1,Compound 1135,LN00193741,1.2g,959585-44-5,MFCD16660239,3
CC1(C)C(C)(C)OB(C2=CCNCC2)O1,Compound 1136,LN00193923,0.5g,375853-82-0,MFCD11506075,36
CC1(C)C(C)(C)OB(C2=CN(C)N=C2C=O)O1,Compound 1137,LN00193997,0.15g,887475-64-1,MFCD16659788,3
C1=CC=C(C(=C1)C2=NNN=N2)B(O)O,Compound 1138,LN00194223,1.9g,155884-01-8,MFCD06796325,3
C1=CC=C(C(=C1)B(O)O)N2CCOCC2,Compound 1139,LN00194337,11.74g,933052-52-9,MFCD03095109,11
CC1(C)C(C)(C)OB(C2=C3C=CC4=CC=CC5=C4C3=C(C=C5)C=C2)O1,Compound 1140,LN00194405,26.34g,349666-24-6,MFCD11505919,3
CC1(C)C(C)(C)OB(C2=CC=C(C=C2)NC)O1,Compound 1141,LN00194722,0.5003g,845870-55-5,MFCD06795668,3
B(O)(O)C1=CC=C(N=C1)N,Compound 1142,LN00194883,43.03g,851524-96-4,MFCD09907980,3
COC(=O)C1=CC(=CC(=C1)B(O)O)C(=O)OC,Compound 1143,LN00195096,4.02g,177735-55-6,MFCD11053854,3
C1=CN=C(C=C1B(O)O)O,Compound 1144,LN00195097,1g,902148-83-8,MFCD11223187,66
CCOC(=O)/C=C/B1OC(C)(C)C(C)(C)O1,Compound 1145,LN00195178,7070.39g,1009307-13-4,MFCD09027313,3
CC(C)(OC(N1CCC(N2C=C(B(O)O)C=N2)CC1)=O)C,Compound 1146,LN00195220,1.01g,1190875-39-8,MFCD12913942,3
